snippet_key,hook,explanation
705,Why did the Pandavas chariot caught fire?,"The Pandavas come to the site of upapandavas camp. As soon as they come out of the chariot it catches fire. Krishna tells Arjuna that I was protecting the chariot from catching fire from the arrows of Bhishma and Drona. It would have caught fire on the first or the second day of the war itself. Now that the war is over, Krishna is no longer protecting the chariot and therefore it got burnt."
706,Why did Bheema chase Ashwathama?,"Draupadi learns that all her sons have been killed. Her elder brother has also been killed. Draupadi says that Ashwathama has a gem on top of his head and she wants that gem. Ashwathama was heading towards the Ashrama of Vyasa. Bheema chases him. Ashwathama has a Brahmashirastra which he aims at the Pandavas. Arjuna immediately responds with another Astra. If the two arrows had met, it would have been like a nuclear explosion. So Narada and Vyasa Maharishi ask Arjuna to withdraw the astra which he does. Ashwathama says he cannot withdraw the arrow once fired. The arrow hits the womb of Uttara thereby eradicating the Pandava clan. Krishna brings back the child to life who is born as Parikshit. The name implies it was tested (with the strongest of weapons). Janamejaya is the son of Parikshit to whom the entire story of Mahabharata is told."
707,What curse does Krishna give Ashwathama?,"Krishna curses Ashwathama that he will be alive for three thousand years, but with all the suffering. He was made Chiranjivitva but as a curse. This is because of the genocide and infanticide that he had done. He is not supposed to have attacked a warrior without a weapon, leave alone someone who is sleeping."
708,Who does Dhritarashtra want to embrace?,"Pandavas come and meet Gandhari and Dhritarashtra. The women rush to the battlefield to find that all their men had died in the battle. Dhritarashtra is overcome with pain. He says he wants to embrace Bheema, but his intention was to crush Bheema. Earlier, Duryodhana had created a statue of Bheema to practice fighting. Realisizing Dhritarashtra’s intention, Krishna places that statue in front of Dhritarashtra. The statue shatters to pieces as Dhritarashtra hugs it and Dhritarashtra’s chest is wounded as a result."
709,Which is the longest Parva of Mahabharata?,"Krishna advises Yudishtira to take advice from Bhishma who is awaiting death. Shanti Parva contains the advice given by Bhishma to Yudishtira. 13,000 slokas of Shanti Parva convey this episode. Anushashana Parva also conveys this episode. However the 700 slokas of Bhagavad Gita are more popular over this advice as Krishna’s teachings are practical. Krishna had lived the life that he preached. This is opposed to the theoretical knowledge of Bhishma and Yudishtira. Vishnu and Shiva Sahasranama also come in these episodes. Eventually, at the turn of Uttarayana, Ganga herself comes and takes back Bhishma with her. Ganga water is given to people at deathbed. Ganga is Trilokapavani, she will take you to all three lokas. Bhagirathi on earth, Mandakini in Akasa and Vaitarani in patala loka"
710,Who kills Arjuna temporarily?,Yudishtira performs Ashwamedha Yaga. Babruvahana is the son of Arjuna through Chitrangada. Babruvahana stops the horse of Ashwamedha Yaga as per the popular story. But in original version Arjuna comes there and fights with Babruvahana and loses. He dies and is revived by Sanjeevani mani. All Dharmic people are united in Yudishtira’s rule.
711,"How do Kunti, Gandhari and Dritarashtra die?","Kunti, Gandhari, Dritarashtra, Vidura and Sanjaya go to vanaprastha. Kunti was never able to see the welfare of her children. Kunti assumes the duty of taking care of the elder brother of her husband. Once Pandavas come to see them. They see the older people going into the forest to fetch water. Yudishtira learns that Vidura is performing nirjala Tapas. He was about to give up his life. Yudishtira stares at Vidura and the entire prana shakti comes out of Vidura’s body and enters Yudishtira. They learn that Kunti, Gandhari, Dritarashtra and Sanjaya perish in a forest fire. You may recall that many incidents of fire are a part of Mahabharata, like fire in the lac palace, Draupadi born out of fire, upapandavas perishing in fire etc."
712,What does Samba act like to tease the Rishis?,"In Dwarka, Samba wanted to poke fun at the Rishis. He took the form of a pregnant woman. His friends asked the Rishis if the child will be a boy or a girl."
713,"What curse did Samba, who acted like a pregnant woman, beget from the Rishis?","The rishis curse Samba, who acted like a pregnant woman, that a pestle will be born to him. They also cursed that his clan will fight and kill each other with the pieces of the pestle. A pestle is born to Samba. As soon as the pestle is born, Vasudeva throws it into the ocean to avoid the curse. However, the ocean throws the pestle back to the shore where the pieces grows as reed. Ominous signs were appearing in Dwarka and therefore the Yadavas come to Prabasa. They start teasing each other. They start fighting and kill each other with the reeds that were created out of the pieces of the pestle. You may recall that Gandhari had cursed Krishna that his children will also die just like Gandhari’s children had been killed."
714,Who kills Krishna?,Krishna rushes back to Dwarka and tells Vasudeva that the pandava clan is dead and he should take care of the kingdom. A white serpent (Adi Sesha) appears and swallows Balarama. Krishna was resting behind a tree. A hunter mistakes the feet of Krishna for a deer and shoots an arrow. The arrow hits the leg and Krishna dies.
715,What happens to Arjuna after Krishna?,"Dwarka is slowly swallowed by sea. Arjuna takes away everyone towards Hastinapura including the great-grandson of Krishna, Vajra. On the way robbers snatch away the belongings. Arjuna tries to fight but he is not even able to string the bow. He gets defeated by cheap robbers. This happens mainly because he is now bereft of the companionship of Krishna and Dharma had declined."
716,Who becomes the King of Indraprastha?,"Vajra, the great grandson of Krishna, is coronated as the King of Indraprastha. Arjuna’s grandson Parikshit is coronated as the King of Hastinapura."
717,Where do the Pandavas go to exit this world?,"The Pandavas start climbing up the Himalayas. This process of climbing Himalayas is called Swargaarohana. One by one everyone starts falling. First Draupadi falls as she was fond of Arjuna. Then Sahadeva falls as he thought he is very wise. Then Nakula falls as he thought he is very handsome. Then Arjuna also falls as he was super confident. Then Bheema also falls and Yudishtira tells him that it is because Bheema was a glutton. A dog had been following them all along. Yudishtira had forgotten his promise to kill himself if his brothers die. He sees Duryodhana already in heaven. He says he wants to be with his brothers and is taken to Naraka where his brothers are screaming in agony. Yama, his father tells him that Yudishtira had to get a brief taste of Naraka Darshana for misleading Drona about Ashwathama. Duryodhana also had a brief taste of heaven for the small punya he had done. Eventually Pandavas come to heaven and Duryodhana goes to Naraka. Mahabharata ends with Swargaarohana Parva."
